filename,cmpnd,org,log_slope
output//2019-11-01/2019-11-01_Biotin_all_data_calculated_slopes.csv,biotin,Halobacteriovorax marinus,1.1458583697116005
output//2019-11-01/2019-11-01_Biotin_all_data_calculated_slopes.csv,biotin,Subtercola sp. Z020,1.0443726878908184
output//2019-11-01/2019-11-01_Biotin_all_data_calculated_slopes.csv,biotin,Kocuria varians,0.9280673991936703
output//2019-11-01/2019-11-01_Biotin_all_data_calculated_slopes.csv,biotin,Intrasporangiaceae bacterium URHB0013,0.855468051339578
output//2019-11-01/2019-11-01_Biotin_all_data_calculated_slopes.csv,biotin,Isoptericola variabilis,0.8138447541307154
output//2019-11-01/2019-11-01_Biotin_all_data_calculated_slopes.csv,biotin,Dermabacter hominis,0.8000452349372857
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Actinoplanes atraurantiacus,2.0363037439859912
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Agrococcus casei,1.3217431331794713
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Anaerocolumna xylanovorans,1.468848209724024
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Arenimonas oryziterrae,2.101892638944637
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Arthrobacter globiformis,2.2902050459395564
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Auraticoccus monumenti,2.114256509773592
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Bacteriovorax sp. BAL6 X,1.9081537428908213
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Bacteroides luti,1.4458426531364836
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Brachybacterium paraconglomeratum,1.6289472139596963
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Brevibacterium mcbrellneri,1.384961017769499
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Cephaloticoccus capnophilus,1.6146631480429852
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Chromatocurvus halotolerans,1.5858982312964462
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Clavibacter michiganensis,1.3810779454016129
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Clostridium combesii,1.9023936879915908
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Dermabacter hominis,2.315961738564802
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Desulfobacter curvatus,1.8556728036293724
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Frankiales bacterium YIM 75000,1.5465997057744654
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Geodermatophilus obscurus,1.8844875069044165
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Granulosicoccus antarcticus,2.504159989041647
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Intrasporangiaceae bacterium URHB0013,1.8048777210174927
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Kineosphaera limosa,1.4828605048938874
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Kocuria flava,0.873801883443014
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Kytococcus sedentarius,2.908475939962973
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Luteimonas tolerans,1.9999637788666682
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Micromonospora avicenniae,1.4024819501650188
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Mobilicoccus massiliensis,2.394259402808562
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Mycolicibacterium obuense,1.6176426383701608
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Nakamurella multipartita,1.784420509976391
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Nonomuraea candida,1.8252042860431474
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Paenibacillus polysaccharolyticus,1.6265989238259477
output//2019-11-01/2019-11-01_Butoxy_all_data_calculated_slopes.csv,butoxy,Pelobacter propionicus DSM 2379,1.7593447564429683
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Actinoplanes atraurantiacus,1.8108033307488873
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Arenimonas oryziterrae,1.9729569164855418
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Arthrobacter globiformis,1.910035022393131
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Auraticoccus monumenti,1.5751238059271588
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Bacteriovorax sp. BAL6 X,1.6882773215912654
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Brachybacterium alimentarium,1.7116625760546307
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Cephaloticoccus capnophilus,1.3761066165411728
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Chromatocurvus halotolerans,1.8976661610946872
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Dermabacter hominis,2.0209598381592557
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Dermatophilus congolensis,1.5797919220517995
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Enhygromyxa salina,1.5138318656962688
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Geodermatophilus obscurus,1.3969662865180335
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Granulosicoccus antarcticus,2.372358744666914
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Halobacteriovorax marinus,1.4677580616916148
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Humibacillus sp. DSM 29435,1.8239897680171826
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Intrasporangiaceae bacterium URHB0013,1.9479912655381348
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Isoptericola variabilis,1.086990784576204
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Kocuria flava,1.6673239173715295
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Kocuria varians,2.1469175940157714
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Kytococcus sedentarius,2.8921787472704388
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Leifsonia sp. Leaf325,1.6148251795078938
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Luteimonas tolerans,1.8473059261263791
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Microlunatus phosphovorus,1.4447737632895457
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Micromonospora peucetia,1.940594609074407
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Mobilicoccus massiliensis,2.3961831337132278
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Pelobacter propionicus DSM 2379,1.2721809438186995
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Pseudoxanthomonas,2.004031451437656
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Sandaracinus amylolyticus,1.5424241746561314
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Sanguibacter keddieii,1.3606880184371102
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Silanimonas lenta,1.7016778774801813
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Streptomyces ambofaciens,1.4650225181950574
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Thermomonas haemolytica,2.287286561414609
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,Xanthomonas translucens,2.15676050083113
output//2019-11-08/2019-11-08_Azido_all_data_calculated_slopes.csv,azido,XC,2.033827514014855
output//2019-11-08/2019-11-08_decanoate_all_data_calculated_slopes.csv,decanoate,Kytococcus sedentarius,2.182984967003582
output//2019-11-08/2019-11-08_decanoate_all_data_calculated_slopes.csv,decanoate,Granulosicoccus antarcticus,1.9334872878487055
output//2019-11-08/2019-11-08_decanoate_all_data_calculated_slopes.csv,decanoate,Dermabacter hominis,1.8887409606828927
output//2019-11-08/2019-11-08_decanoate_all_data_calculated_slopes.csv,decanoate,Kocuria varians,1.7993405494535817
output//2019-11-08/2019-11-08_decanoate_all_data_calculated_slopes.csv,decanoate,Thermomonas haemolytica,1.675778341674085
output//2019-11-08/2019-11-08_decanoate_all_data_calculated_slopes.csv,decanoate,Arthrobacter globiformis,1.658964842664435
output//2019-11-08/2019-11-08_decanoate_all_data_calculated_slopes.csv,decanoate,Mobilicoccus massiliensis,1.6354837468149122
output//2019-11-08/2019-11-08_decanoate_all_data_calculated_slopes.csv,decanoate,XC,1.541579243946581
output//2019-11-08/2019-11-08_decanoate_all_data_calculated_slopes.csv,decanoate,Chromatocurvus halotolerans,1.3463529744506386
output//2019-11-08/2019-11-08_decanoate_all_data_calculated_slopes.csv,decanoate,Actinoplanes atraurantiacus,1.2253092817258628
output//2019-11-08/2019-11-08_decanoate_all_data_calculated_slopes.csv,decanoate,Isoptericola variabilis,1.1205739312058498
output//2019-11-08/2019-11-08_dimethyl_all_data_calculated_slopes.csv,dimethyl,Actinoplanes atraurantiacus,1.4874952708635851
output//2019-11-08/2019-11-08_dimethyl_all_data_calculated_slopes.csv,dimethyl,Kocuria varians,1.642703263023132
output//2019-11-08/2019-11-08_dimethyl_all_data_calculated_slopes.csv,dimethyl,Granulosicoccus antarcticus,1.6000280441399042
output//2019-11-08/2019-11-08_dimethyl_all_data_calculated_slopes.csv,dimethyl,Mobilicoccus massiliensis,1.7859462499092975
output//2019-11-08/2019-11-08_dimethyl_all_data_calculated_slopes.csv,dimethyl,Kytococcus sedentarius,1.713590961136086
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Actinoplanes atraurantiacus,1.6030618585297094
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Arenimonas oryziterrae,1.7566063972517336
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Arthrobacter globiformis,1.9899495751714429
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Auraticoccus monumenti,1.5024055823536568
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Brachybacterium alimentarium,1.4735597190210308
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Granulosicoccus antarcticus,2.5004715204712293
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Intrasporangiaceae bacterium URHB0013,1.8157476091825637
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Kocuria varians,1.8571298015077442
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Kytococcus sedentarius,2.7294141937768543
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Micromonospora avicenniae,1.087682030023193
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Micromonospora peucetia,1.9867084684414573
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Mobilicoccus massiliensis,2.531967455667741
